id_phrase,phrase,prompt
2086,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid.",Infected wound
2087,I had a sharp pain in my stomach,Stomach ache
2088,There is a sharp pain in my ear whenever I do this.,Ear ache
2089,I've been feeling very sad lately,Emotional pain
2090,"I think there's something wrong with my wound, it does not seem to heal like it should.",Infected wound
2091,I broke my ankle while doing rock climbing in the Carpathians.,Injury from sports
2092,I feel like there is something swollen and inflamed at the back of my knee.,Knee pain
2093,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy
2094,I feel a great amount of pressure of my head.,Head ache
2095,standing less than five minutes and my back start to ache,Back pain
2096,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.,Infected wound
2097,I have a sharp pain in my abdomen.,Internal pain
2098,I feel dizzy when i make sudden movements,Feeling dizzy
2099,I can`t stop coughing.,Cough
2100,standing less than five minutes and my back start to ache,Back pain
2101,The pain in my back dwwls like a sharp knife in it,Back pain
2102,When I wake up in the morning I feel a soreness in my body,Muscle pain
2103,When I remember her I feel down,Emotional pain
2104,I'm having a hard time hearing.,Ear ache
2105,Need to scratch my skin every minute,Skin issue
2106,"I think there's something wrong with my wound, it does not seem to heal like it should.",Infected wound
2107,My heart is beating fast and it scares me.,Heart hurts
2108,I have front head pain and when I get it the light bothers me.,Head ache
2109,I have an indigestion,Stomach ache
2110,"surgical wounds red, firing pus, painful and hot to the touch",Infected wound
2111,I knocked my foot and it really hurts.,Foot ache
2112,My sore looks like its not healing well.,Infected wound
2113,"My head hurts and I lose the sensation in my face, then lose sight in my eye",Head ache
2114,I feel back pain when I carry heavy things,Back pain
2115,Feels like there are pins and needles sticking in my joints,Joint pain
2116,"I am worried for my driving, because I can barely focus when I am at the wheel, my eyes feel teary.",Blurry vision
2117,I feel pain in my throat,Cough
2118,I've noticed my hair falling out a lot lately.,Hair falling out
2119,I think my wound is infected,Infected wound
2120,I feel like I can hardly breathe unless I get what's in my lungs out,Cough
2121,I wish this excruciating feeling of loss could go away.,Emotional pain
2122,my head hurts me badly,Head ache
2123,I have a foot ache after running 500m with my running shoes.,Foot ache
2124,I toppled over while jumping to catch the ball.,Injury from sports
2125,There is a sharp pain in my bicep,Muscle pain
2126,Pain in the large neck,Neck pain
2127,After an hard working day I have foot ache,Foot ache
2128,My son has a lot of acne.,Acne
2129,i can hardly breathe,Hard to breath
2130,I feel a great pain in my shoulder joint and it does not go away,Joint pain
2131,I have general discomfort in my torso.,Internal pain
2132,My neck has been sore since the accident.,Neck pain
2133,I notice a lot more hair coming out than usual when I brush my hair,Hair falling out
2134,I cannot bear this squeezing sensation I have in my chest.,Heart hurts
2135,I have severe shoulder pain,Shoulder pain
2136,I feel a great amount of pressure on the sides of my neck,Shoulder pain
2137,Every time it rains I get hives on my belly and sides.,Skin issue
2138,I feel pain in my ears with tinnitus,Ear ache
2139,I stopped sports because I get Injury from sports,Injury from sports
2140,My cut yellow or greenish-colored pus,Infected wound
2141,I can't work good I have a pain in my knee,Knee pain
2142,i have a very bad cough,Cough
2143,I feel like the world goes round and round,Feeling dizzy
2144,i can't move my shoulder because of pain,Shoulder pain
2145,My head is spinning when I get up.,Feeling dizzy
2146,These red spots on my cheeks are new. What is it?,Skin issue
2147,I feel pain in my back,Back pain
2148,cramps along the whole abdomen,Stomach ache
2149,My muscles feel tired,Body feels weak
2150,"At first it feels really numb, but then a thousand needles start to prick through my foot.",Foot ache
2151,When I stand up too quickly I feel as though I'm going to faint.,Feeling dizzy
2152,I made lots and lots of analysis to know the main reason for my stomach ache,Stomach ache
2153,I don't know why I'm constantly sad.,Emotional pain
2154,Sometimes I feel like a claw on my chest that leaves me breathless.,Hard to breath
2155,I have a dry skin,Skin issue
2156,I feel so sore in my stomach area.,Stomach ache
2157,There is a sharp pain in my ear whenever I do this.,Ear ache
2158,"my cbc report indicate 10 hb, i feel tired of little work.",Body feels weak
2159,The wound is still open,Open wound
2160,When I wake up in the morning I feel a soreness in my body,Muscle pain
2161,I visited many doctors but they can't find the right treatment toget my hair back,Hair falling out
2162,When i'm awake in the morning I feel strange and have vertigo,Feeling dizzy
2163,I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns.,Infected wound
2164,I have a cut that is red and swollen.,Infected wound
2165,What's the symptoms of appendicitis?,Internal pain
2166,"I think there's something wrong with my wound, it does not seem to heal like it should.",Infected wound
2167,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.,Head ache
2168,I've got a hard time to breath- am I having a heart attack?,Hard to breath
2169,I have blurry vision after I used a wrong medicine.,Blurry vision
2170,I have shooting pain in my kneecap after working out.,Knee pain
2171,I can't carry anything I have a pain in my shoulder,Shoulder pain
2172,I feel a burning sensation in my shoulder muscle.,Muscle pain
2173,i have injured myself during the soccer match,Injury from sports
2174,I feel a pain in my back when I sit on a chair for long.,Back pain
2175,I have a sharp pain in my neck,Neck pain
2176,I feel very weak in my body,Body feels weak
2177,I have a pain in my head,Head ache
2178,I cannot breathe because of this dull ache below my left shoulder.,Heart hurts
2179,I feel pain in the lower back,Back pain
2180,when i extend my leg there is pain in knee joint,Joint pain
2181,Oh my heart hurts me I tried to be calm and I can't,Heart hurts
2182,"laceration, rupture or opening in the skin",Open wound
2183,I feel severe itching in the skin with redness,Skin issue
2184,red flushes accompanied with itchy,Skin issue
2185,i have a problem in seeing objects it is too difficult to see,Blurry vision
2186,I feel like the world goes round and round,Feeling dizzy
2187,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.,Infected wound
2188,I've noticed my hair falling out a lot lately.,Hair falling out
2189,"i have whooping cough with excess mucous, need mucolytic.",Cough
2190,I feel pain in my back,Back pain
2191,Feels like there are pins and needles sticking in my joints,Joint pain
2192,my back hurts me a lot,Back pain
2193,All of a sudden I felt dizzy when I stood up.,Feeling dizzy
2194,I stopped sports because I get Injury from sports,Injury from sports
2195,When I walk it's hard to breath.,Hard to breath
2196,I feel deep Tingling when I touch Acne followed by bad sensation,Acne
2197,i have a very bad cough,Cough
2198,I feel pain in my ears with tinnitus,Ear ache
2199,"My skin color on my back is red, I don't know why.",Skin issue
2200,When I walk I get a stabbing pain in the top of my foot,Foot ache
2201,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.,Infected wound
2202,I feel strong pain in my knee after it was hit during the football match.,Injury from sports
2203,"my child has cough all night, she can't sleep",Cough
2204,My body aches on the inside between my hips and shoulders.,Internal pain
2205,My body feels like it's in a refrigerator.,Feeling cold
2206,i feel that is great pain in my left shoulder,Shoulder pain
2207,Sterilizer for the eye,Blurry vision
2208,I feel like l fell in hot water,Skin issue
2209,heart aches so much,Heart hurts
2210,I wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again.,Neck pain
2211,I can't stop coughing,Cough
2212,I suffered a deep wound in my hand and I can not stop the bleeding,Infected wound
2213,My knee is hurting so badly.,Joint pain
2214,I feel a pain in my back,Back pain
2215,"Every time I make an effort, I felt dizzy.",Feeling dizzy
2216,I have a red rash that is itchy on my skin,Skin issue
2217,I feel aching on my insides.,Internal pain
2218,My body aches on the inside between my hips and shoulders.,Internal pain
2219,I feel like l fell in hot water,Skin issue
2220,I've always been very active but now I just don't have the strength or energy to go for even a short walk.,Body feels weak
2221,My throught is so sore.,Neck pain
2222,I had internal pain and gases when I ate indian spicy food yesterday,Internal pain
2223,my ankle is hurting me,Joint pain
2224,i have a problem in my middle ear made by infection,Ear ache
2225,"When I drink a lot, I get a headache",Head ache
2226,"i can't walk, my knee hurts me",Knee pain
2227,"My heart hurts while I'm sad, why?",Heart hurts
2228,When I'm too high I start to feel dizzy,Feeling dizzy
2229,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.,Head ache
2230,After walking I have some pain under my foot,Foot ache
2231,My head hurts in the back and the pain lasts all day.,Head ache
